Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,179.31,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,573.24",17/03/2023,93037180,TPP - Nursing care,South - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-491.74,17/03/2023,93037180,SUC - Nursing Care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,574.00",17/03/2023,93037180,TPP - Nursing care,Inner City and East - Sensory - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-313.9,17/03/2023,93037180,SUC - Nursing Care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-558.46,17/03/2023,93037180,SUC - Nursing Care,North and West - Mental Health - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,768.86",17/03/2023,93037180,TPP - Nursing care,North and West - Memory & Cognition - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-313.9,17/03/2023,93037180,SUC - Nursing Care,Inner City and East - Sensory - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,872.90",17/03/2023,93037180,TPP - Nursing care,North and West - Sensory - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,574.00",17/03/2023,93037180,TPP - Nursing care,North and West - Mental Health - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"2,040.00",17/03/2023,93037180,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,767.62",17/03/2023,93037180,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,17/03/2023,93037180,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,573.24",17/03/2023,93037180,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045602,TPP - Nursing care,FNC - Imported - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045602,TPP - Nursing care,FNC - Imported - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-149.42,31/03/2023,93045602,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045602,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,872.90",31/03/2023,93045603,TPP - Nursing care,North and West - Sensory - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,767.62",31/03/2023,93045603,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,574.00",31/03/2023,93045603,TPP - Nursing care,Inner City and East - Sensory - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"2,040.00",31/03/2023,93045603,TPP - Nursing care,Inner City and East - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-558.46,31/03/2023,93045603,SUC - Nursing Care,North and West - Mental Health - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,573.24",31/03/2023,93045603,TPP - Nursing care,South - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,574.00",31/03/2023,93045603,TPP - Nursing care,North and West - Mental Health - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,291.48,31/03/2023,93045603,SUC - Nursing Care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"2,040.00",31/03/2023,93045603,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"-1,123.74",31/03/2023,93045603,TPP - Nursing care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-313.9,31/03/2023,93045603,SUC - Nursing Care,Inner City and East - Sensory - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-491.74,31/03/2023,93045603,SUC - Nursing Care,North and West - Physical - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,-358.61,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,"1,768.86",31/03/2023,93045603,TPP - Nursing care,North and West - Memory & Cognition - 65+
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Care Managed - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,209.19,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Field House Care Home t/a Horfield Care Limited,418.38,31/03/2023,93045603,TPP - Nursing care,FNC - Self Funded - Control Account
